Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2
SRX6976952	10/16/19 17:53	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR10259080	SRP225111	PRJNA576918	576918	SRS5502191	SAMN13013413	SRA977580	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9178538	13013413	GSE138731	GSM4117165					
SRX6976953	10/16/19 17:53	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR10259081	SRP225111	PRJNA576918	576918	SRS5502192	SAMN13013412	SRA977580	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9178539	13013412	GSE138731	GSM4117166					
SRX7058492	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348755	SRP227029	PRJNA579575	579575	SRS5574257	SAMN13116642	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277563	13116642				PAO1			
SRX7058493	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348754	SRP227029	PRJNA579575	579575	SRS5574257	SAMN13116642	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277564	13116642				PAO1			
SRX7058494	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348753	SRP227029	PRJNA579575	579575	SRS5574258	SAMN13116647	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277565	13116647				PAO1			
SRX7058495	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348752	SRP227029	PRJNA579575	579575	SRS5574258	SAMN13116647	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277566	13116647				PAO1			
SRX7058496	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348751	SRP227029	PRJNA579575	579575	SRS5574259	SAMN13116648	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277567	13116648				PAO1			
SRX7058497	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348750	SRP227029	PRJNA579575	579575	SRS5574259	SAMN13116648	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277568	13116648				PAO1			
SRX7058498	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348749	SRP227029	PRJNA579575	579575	SRS5574260	SAMN13116649	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277569	13116649				PAO1			
SRX7058499	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348748	SRP227029	PRJNA579575	579575	SRS5574260	SAMN13116649	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277570	13116649				PAO1			
SRX7058500	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348747	SRP227029	PRJNA579575	579575	SRS5574261	SAMN13116650	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277571	13116650				PAO1			
SRX7058501	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348746	SRP227029	PRJNA579575	579575	SRS5574261	SAMN13116650	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277572	13116650				PAO1			
SRX7058502	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348745	SRP227029	PRJNA579575	579575	SRS5574262	SAMN13116651	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277573	13116651				PAO1			
SRX7058503	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348744	SRP227029	PRJNA579575	579575	SRS5574262	SAMN13116651	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277574	13116651				PAO1			
SRX7058504	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348743	SRP227029	PRJNA579575	579575	SRS5574263	SAMN13116643	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277575	13116643				PAO1			
SRX7058505	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348742	SRP227029	PRJNA579575	579575	SRS5574264	SAMN13116652	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277576	13116652				PAO1			
SRX7058506	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348741	SRP227029	PRJNA579575	579575	SRS5574264	SAMN13116652	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277577	13116652				PAO1			
SRX7058507	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348740	SRP227029	PRJNA579575	579575	SRS5574265	SAMN13116653	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277578	13116653				PAO1			
SRX7058508	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348739	SRP227029	PRJNA579575	579575	SRS5574265	SAMN13116653	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277579	13116653				PAO1			
SRX7058509	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348738	SRP227029	PRJNA579575	579575	SRS5574263	SAMN13116643	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277580	13116643				PAO1			
SRX7058510	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348737	SRP227029	PRJNA579575	579575	SRS5574266	SAMN13116644	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277581	13116644				PAO1			
SRX7058511	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348736	SRP227029	PRJNA579575	579575	SRS5574266	SAMN13116644	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277582	13116644				PAO1			
SRX7058512	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348735	SRP227029	PRJNA579575	579575	SRS5574267	SAMN13116645	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277583	13116645				PAO1			
SRX7058513	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348734	SRP227029	PRJNA579575	579575	SRS5574267	SAMN13116645	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277584	13116645				PAO1			
SRX7058514	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348733	SRP227029	PRJNA579575	579575	SRS5574268	SAMN13116646	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277585	13116646				PAO1			
SRX7058515	12/31/19 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10348732	SRP227029	PRJNA579575	579575	SRS5574268	SAMN13116646	SRA985325	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF SOUTHERN MISSISSIPPI	0	0	9277586	13116646				PAO1			
SRX7113189	5/1/20 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR10414985	SRP229008	PRJNA587337	587337	SRS5624083	SAMN13186623	SRA992422	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC		ZUNYI MEDICAL UNIVERSITY	0	0	9353203	13186623				PAO1			
SRX7113190	5/1/20 0:08	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR10414984	SRP229008	PRJNA587337	587337	SRS5624083	SAMN13186623	SRA992422	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC		ZUNYI MEDICAL UNIVERSITY	0	0	9353204	13186623				PAO1			
SRX7442751	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768833	SRP238832	PRJNA597754	597754	SRS5887072	SAMN13682992	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734640	13682992	GSE142611	GSM4232894	32071223				
SRX7442752	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768834	SRP238832	PRJNA597754	597754	SRS5887073	SAMN13683003	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734641	13683003	GSE142611	GSM4232895	32071223				
SRX7442753	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768835	SRP238832	PRJNA597754	597754	SRS5887074	SAMN13683002	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734642	13683002	GSE142611	GSM4232896	32071223				
SRX7442754	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768836	SRP238832	PRJNA597754	597754	SRS5887075	SAMN13683001	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734643	13683001	GSE142611	GSM4232897	32071223				
SRX7442755	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768837	SRP238832	PRJNA597754	597754	SRS5887076	SAMN13682999	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734644	13682999	GSE142611	GSM4232898	32071223				
SRX7442756	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768838	SRP238832	PRJNA597754	597754	SRS5887077	SAMN13682998	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734645	13682998	GSE142611	GSM4232899	32071223				
SRX7442757	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768839	SRP238832	PRJNA597754	597754	SRS5887078	SAMN13682997	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734646	13682997	GSE142611	GSM4232900	32071223				
SRX7442758	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768840	SRP238832	PRJNA597754	597754	SRS5887079	SAMN13682996	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734647	13682996	GSE142611	GSM4232901	32071223				
SRX7442759	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768841	SRP238832	PRJNA597754	597754	SRS5887080	SAMN13682994	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734648	13682994	GSE142611	GSM4232902	32071223				
SRX7442760	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768842	SRP238832	PRJNA597754	597754	SRS5887081	SAMN13682993	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734649	13682993	GSE142611	GSM4232903	32071223				
SRX7442761	2/19/20 16:57	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR10768843	SRP238832	PRJNA597754	597754	SRS5887082	SAMN13682995	SRA1016704	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9734650	13682995	GSE142611	GSM4232904	32071223				
SRX7747527	2/19/20 10:05	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11109965	SRP249973	PRJNA606809	606809	SRS6167061	SAMN14114338	SRA1044392	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		WUHAN POLYTECHNIC UNIVERSITY	0	0	10125540	14114338				PAO1			
SRX7747528	2/19/20 10:05	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11109964	SRP249973	PRJNA606809	606809	SRS6166974	SAMN14114339	SRA1044392	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		WUHAN POLYTECHNIC UNIVERSITY	0	0	10125541	14114339				PAO1			
SRX7747537	2/19/20 10:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11109955	SRP249973	PRJNA606809	606809	SRS6166983	SAMN14114340	SRA1044392	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		WUHAN POLYTECHNIC UNIVERSITY	0	0	10125550	14114340				PAO1			
SRX7747538	2/19/20 10:12	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11109954	SRP249973	PRJNA606809	606809	SRS6166984	SAMN14114341	SRA1044392	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		WUHAN POLYTECHNIC UNIVERSITY	0	0	10125551	14114341				PAO1			
SRX7747539	2/19/20 10:04	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11109953	SRP249973	PRJNA606809	606809	SRS6166985	SAMN14114342	SRA1044392	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		WUHAN POLYTECHNIC UNIVERSITY	0	0	10125552	14114342				PAO1			
SRX7747540	2/19/20 10:02	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11109952	SRP249973	PRJNA606809	606809	SRS6166986	SAMN14114343	SRA1044392	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		WUHAN POLYTECHNIC UNIVERSITY	0	0	10125553	14114343				PAO1			
SRX7874204	3/9/20 5:15	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR11267574	SRP252017	PRJNA611483	611483	SRS6282508	SAMN14332581	SRA1052330	RNA-Seq	PCR	TRANSCRIPTOMIC		SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY	0	0	10303907	14332581				Not applicable			
SRX7874205	3/9/20 5:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR11267573	SRP252017	PRJNA611483	611483	SRS6282509	SAMN14332582	SRA1052330	RNA-Seq	PCR	TRANSCRIPTOMIC		SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY	0	0	10303908	14332582				Not applicable			
SRX7874206	3/9/20 5:13	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR11267572	SRP252017	PRJNA611483	611483	SRS6282510	SAMN14332583	SRA1052330	RNA-Seq	PCR	TRANSCRIPTOMIC		SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY	0	0	10303909	14332583				Not applicable			
SRX7874207	3/9/20 5:13	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR11267571	SRP252017	PRJNA611483	611483	SRS6282511	SAMN14332584	SRA1052330	RNA-Seq	PCR	TRANSCRIPTOMIC		SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY	0	0	10303910	14332584				Not applicable			
SRX7940213	8/13/20 16:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11336702	SRP253109	PRJNA613082	613082	SRS6330932	SAMN14392484	SRA1056021	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10375366	14392484	GSE147132	GSM4419033	32753509		wild type		
SRX7940214	8/13/20 16:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11336703	SRP253109	PRJNA613082	613082	SRS6330933	SAMN14392482	SRA1056021	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10375367	14392482	GSE147132	GSM4419034	32753509		wild type		
SRX7940215	8/13/20 16:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11336704	SRP253109	PRJNA613082	613082	SRS6330934	SAMN14392483	SRA1056021	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10375368	14392483	GSE147132	GSM4419035	32753509		wild type		
SRX7940216	8/13/20 16:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11336705	SRP253109	PRJNA613082	613082	SRS6330935	SAMN14392487	SRA1056021	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10375369	14392487	GSE147132	GSM4419036	32753509		relA-spoT double mutant		
SRX7940217	8/13/20 16:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11336706	SRP253109	PRJNA613082	613082	SRS6330936	SAMN14392486	SRA1056021	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10375370	14392486	GSE147132	GSM4419037	32753509		relA-spoT double mutant		
SRX7940218	8/13/20 16:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR11336707	SRP253109	PRJNA613082	613082	SRS6330937	SAMN14392485	SRA1056021	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10375371	14392485	GSE147132	GSM4419038	32753509		relA-spoT double mutant		
SRX8487074	6/6/20 21:21	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR11942588	SRP266266	PRJNA613827	613827	SRS6786670	SAMN15156761	SRA1084142	RNA-Seq	cDNA	TRANSCRIPTOMIC		TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	0	0	11031500	15156761				PAO1			
SRX8487075	6/6/20 21:23	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR11942587	SRP266266	PRJNA613827	613827	SRS6786671	SAMN15156762	SRA1084142	RNA-Seq	cDNA	TRANSCRIPTOMIC		TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	0	0	11031501	15156762				PAO1			
SRX8487076	6/6/20 21:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR11942586	SRP266266	PRJNA613827	613827	SRS6786672	SAMN15156757	SRA1084142	RNA-Seq	cDNA	TRANSCRIPTOMIC		TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	0	0	11031502	15156757				PAO1			
SRX8487077	6/6/20 21:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR11942585	SRP266266	PRJNA613827	613827	SRS6786673	SAMN15156758	SRA1084142	RNA-Seq	cDNA	TRANSCRIPTOMIC		TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	0	0	11031503	15156758				PAO1			
SRX8487078	6/6/20 21:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR11942584	SRP266266	PRJNA613827	613827	SRS6786674	SAMN15156759	SRA1084142	RNA-Seq	cDNA	TRANSCRIPTOMIC		TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	0	0	11031504	15156759				PAO1			
SRX8487079	6/6/20 21:21	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR11942583	SRP266266	PRJNA613827	613827	SRS6786675	SAMN15156760	SRA1084142	RNA-Seq	cDNA	TRANSCRIPTOMIC		TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	0	0	11031505	15156760				PAO1			
SRX8111264	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541031	SRP256302	PRJNA625096	625096	SRS6476338	SAMN14592742	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561130	14592742	GSE148593	GSM4474626	32634088	PAO1	Wild Type		
SRX8111265	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541032	SRP256302	PRJNA625096	625096	SRS6476339	SAMN14592741	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561131	14592741	GSE148593	GSM4474627	32634088	PAO1	Wild Type		
SRX8111266	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541033	SRP256302	PRJNA625096	625096	SRS6476340	SAMN14592740	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561132	14592740	GSE148593	GSM4474628	32634088	PAO1	mucA22		
SRX8111267	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541034	SRP256302	PRJNA625096	625096	SRS6476341	SAMN14592739	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561133	14592739	GSE148593	GSM4474629	32634088	PAO1	mucA22		
SRX8111268	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541035	SRP256302	PRJNA625096	625096	SRS6476342	SAMN14592738	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561134	14592738	GSE148593	GSM4474630	32634088	PAO1	Wild Type algP-		
SRX8111269	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541036	SRP256302	PRJNA625096	625096	SRS6476343	SAMN14592737	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561135	14592737	GSE148593	GSM4474631	32634088	PAO1	Wild Type algP-		
SRX8111270	4/15/20 17:06	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 550	SRR11541037	SRP256302	PRJNA625096	625096	SRS6476344	SAMN14592736	SRA1065116	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10561136	14592736	GSE148593	GSM4474632	32634088	PAO1	mucA22 algP-		
